Date_of_report,Date_of_statistic_reported,Security_region_code,Security_region_name,Total_cases_reported,Total_deceased_reported,Total_new_infected_locations_reported,Total_infected_locations_reported
7/2/2021 10:00,5/19/2021,VR01,Groningen,0,0,0,0
7/2/2021 10:00,5/20/2021,VR01,Groningen,0,0,0,0
7/2/2021 10:00,5/21/2021,VR01,Groningen,0,0,0,0
7/2/2021 10:00,5/22/2021,VR01,Groningen,0,0,0,0
7/2/2021 10:00,5/23/2021,VR01,Groningen,0,0,0,0
7/2/2021 10:00,5/24/2021,VR01,Groningen,0,0,0,0
7/2/2021 10:00,5/25/2021,VR01,Groningen,0,0,0,0
7/2/2021 10:00,5/26/2021,VR01,Groningen,0,0,0,0
7/2/2021 10:00,5/27/2021,VR01,Groningen,0,0,0,0
7/2/2021 10:00,5/28/2021,VR01,Groningen,0,0,0,0
7/2/2021 10:00,5/29/2021,VR01,Groningen,0,0,0,0
7/2/2021 10:00,5/30/2021,VR01,Groningen,0,0,0,0
7/2/2021 10:00,5/31/2021,VR01,Groningen,0,0,0,0
7/2/2021 10:00,6/1/2021,VR01,Groningen,0,0,0,0
7/2/2021 10:00,6/2/2021,VR01,Groningen,0,0,0,0
7/2/2021 10:00,6/3/2021,VR01,Groningen,0,0,0,0
7/2/2021 10:00,6/4/2021,VR01,Groningen,0,0,0,0
7/2/2021 10:00,6/5/2021,VR01,Groningen,0,0,0,0
7/2/2021 10:00,6/6/2021,VR01,Groningen,0,0,0,0
7/2/2021 10:00,6/7/2021,VR01,Groningen,0,0,0,0
7/2/2021 10:00,6/8/2021,VR01,Groningen,0,0,0,0
7/2/2021 10:00,6/9/2021,VR01,Groningen,0,0,0,0
7/2/2021 10:00,6/10/2021,VR01,Groningen,0,0,0,0
7/2/2021 10:00,6/11/2021,VR01,Groningen,0,0,0,0
7/2/2021 10:00,6/12/2021,VR01,Groningen,0,0,0,0
7/2/2021 10:00,6/13/2021,VR01,Groningen,0,0,0,0
7/2/2021 10:00,6/14/2021,VR01,Groningen,0,0,0,0
7/2/2021 10:00,6/15/2021,VR01,Groningen,0,0,0,0
7/2/2021 10:00,6/16/2021,VR01,Groningen,0,0,0,0
7/2/2021 10:00,6/17/2021,VR01,Groningen,0,0,0,0
7/2/2021 10:00,6/18/2021,VR01,Groningen,0,0,0,0
7/2/2021 10:00,6/19/2021,VR01,Groningen,0,0,0,0
7/2/2021 10:00,6/20/2021,VR01,Groningen,0,0,0,0
7/2/2021 10:00,6/21/2021,VR01,Groningen,0,0,0,0
